Text,Label1,Label2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
"Dukung Ganjar di Pilpres 2024, SDG Kaltim Gelar Doa Bersama https://t.co/SvBRVNXoBx",1,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @Sagita_Star Nama Menteri BUMN @erickthohir dinilai sangat berpotensi menentukan kemenangan pada Pilpres 2024 mendatang. Erick Thohir dinilai mampu mendongkrak suara pasangannya. Sosok Erick Thohir menjadi salah satu cawapres yg paling potensial mendongkrak suara duetnya. #BangkitBersamaET https://t.co/LlxQGgW21r,2,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @gwabdeeeee Untuk pasangan @ganjarpranowo - @erickthohir berada di angka 35,8 persen loh.. sebagai pasangan calon presiden dan calon wakil presiden diprediksi bakal terealisasi pada Pilpres 2024. Apalagi keduanya saat ini merupakan pemimpin strategis. Setuju gakk??? #BangkitBersamaET https://t.co/YCOgngDNi7",3,1
"@FerdinandHutah5 makanya bang...pilpres 2024,cukup dua paslon saja,supaya ga pusing kaya bang ferdinan,saat milih pemenang...!!",0,1
RT @knpiharis Ini ADE ARMANDO tidak boleh di biarkan karena telah menggiring Opini Publik untuk menekan @PDI_Perjuangan agar tidak mengusung @puanmaharani_ri . https://t.co/9uXsqxi1d4,16,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"@MuhammadBintono @CNNIndonesia Diduga buat kumpulin dana pilpres 2024,maklum deh kelola dana APBD DKI 400 Triliun selama 5 tahun",4,2
"@dhanigituajaa @na_dirs Tegas dalam mematikan mic saat rapat, nasionalis dalam menaikan harga bbm, cerdas dalam membayar orang agar mendukung beliau di pilpres 2024. Betull sekali! Aku setuju dengan mu mas",16,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @WagimanDeep212_ Ketum Partai Demokrat, AHY dan ayahnya SBY dipolisikan oleh Studi Demokrasi Rakyat (SDR) ke Bareskrim Polri, krena dinilai menghasut masy ntuk memandang buruk proses DEMOKRASI dlm pidatonya yg menyinggung potensi kecurangan di Pilpres 2024 mendatang.. https://t.co/y5fXFhFeVJ https://t.co/ftxEpiP3Kx",6,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
@smileupdate2024 Mantap..semoga demikian sampai pilpres 2024????Aamiin yarabbal a'lamiin????,0,1
RT @LekMarteg Bu Mega mengingatkan kepala daerah PDIP tak ikut dansa politik jelang Pilpres 2024 Pak @ganjarpranowo manut dan bersikap tegas Pak Ganjar mengaku akan mengurus wilayahnya #JatengGayeng ???????? https://t.co/gBUH2WSMy9,0,1
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/Nql10Y072K https://t.co/x0253kOdyX",0,2
"RT @arwidodo Hindari polarisasi, pilpres 2024 semoga ada lebih dari 2 pasang.",0,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"Hindari polarisasi, pilpres 2024 semoga ada lebih dari 2 pasang.",0,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @dmalakki13 @SINDOnews Selamat Bertarung Anies Baswedan! #AniesBaswedan https://t.co/6vv1xA7ljb,4,1
"RT @dmalakki13 Insya Allah lancar, menang di #Pilpres2024 dan jadi Presiden ke-8 Indonesia. Selamat Bertarung Anies Baswedan! #AniesBaswedan https://t.co/6vv1xA7ljb",4,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @ChusnulCh__ Gila ini Relawan Ganjar, elektabilitas @ganjarpranowo makin tinggi, makin jauh meninggalkn pesaingnya, mereka malah tambah semangat mencari dukungn baru. Kali ini dr komunitas senam di Kec Neglasari, Kota Tanggerang bersm sahabat Ganjar deklarasi dukung pd Ganjar di pilpres 2024. https://t.co/mM40lhNVIM",1,1
"Prabowo dan Muhaimin Bertemu 9 Kiai di Magelang Bahas Koalisi Pilpres 2024, Siapa Saja? https://t.co/1Y6YGzl06K",9,3
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"Naah gitu dong, baru namanya LAKI2 TUA sejati..!! Jadi @Pak_JK @YusufKalla2 Jgn d blkng layar terus, sekali2 tampil d dpn. WASPADA..!!! https://t.co/55xaRTgztg",4,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @papuamuslim95 Jika terwujud, duet Gubernur DKI Jakarta Anies Baswedan dan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) untuk Pemilihan Presiden (Pilpres) 2024 dinilai bakal mendapat dukungan dari tiga politikus senior berpengaruh. https://t.co/J27hPx49Vl",6,1
"RT @Mdy_Asmara1701 Anies Baswedan Diskusi dengan Jenggala Center, Pakar: Matangkan Langkah Pilpres 2024 Jangan ragu untuk dukung pak Anies Baswedan for President 2024 ?? https://t.co/X8iKqySMlw",4,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @MusaRudy_Stpl Mantap nih!!!... Rilis terbaru hasil survei Charta Politika Indonesia menempatkan pasangan @ganjarpranowo dan @erickthohir jadi duet terkuat pilihan rakyat dalam simulasi Pilpres 2024 dengan perolehan angka 35, 8 persen... #BangkitBersamaET https://t.co/hv1w1gX2aG",3,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @riyadisugeng167 Nama Menteri BUMN @erickthohir menjadi tokoh favorite yang diperbincangkan di medsos dalam nada yang positif diantara tokoh tokoh potensial untuk Pilpres 2024 nanti dengan tingkat presentase mencapai 85 persen. #BangkitBersamaET https://t.co/UoZvabKKT0,2,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"Ketua GP Mania, Immanuel Ebenezer atau Noel mengisyaratkan akan mendukung Prabowo Subianto pada Pilpres 2024. Menurutnya, Prabowo memiliki peluang besar. #GPManiadukungprabowo #Pilpres2024 https://t.co/GpLM2MtUNF",11,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"Sebagai rakyat yang memiliki hak pilih di pemilu pilpres 2024 yad saya akan pastikan untuk memilih dan mendukung capres yang gak ada kaitannya dengan unsur banteng, itu saja pilihan saya simpel. ?? #EdukasiSosialisasi",16,1
"Kalau betul, sungguh miris nasib negeri ini.",0,3
RT @KangUtang04 #BBMTumbangkanJokowi #BBMTumbangkanJokowi @Abul07754639 @WartegPerjuang1 @Zahra42981574 @AdhiZulkarnaen @Alivia78274464 @f1rmanh @PanciB0zz @Ibnxine @MuhsyahrirTulo @imirfaiz89 @Soemen5 @ihwan_sn 3 SMOGA DGN BANTUAN ALLAH BBM NAIK JD JURANG BAGI JOKOWI?? https://t.co/ctZWEvBo3e https://t.co/hRfqKImfz0,10,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
"Bukan lagi jangan jangan, faktanya mmg gitu",0,3
"RT @mahasiswigenz karena jika 4nies dipanggil bolak-balik ke KPK, maka AHY sulit utk bisa berpasangan dg 4nies utk bisa maju di Pilpres 2024 Pantesan kebo & demokrat kebakaran jenggot kalo ada apa2 dg 4nies https://t.co/ByDrOZZX1i",4,2
El Clasico Bakal Tercipta Jika Anies-SBY dan Prabowo-Jokowi Bertarung di Pilpres 2024 https://t.co/QUXzjBBFaQ https://t.co/Cdufd2ap6G,4,1
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @arwidodo Pastikan Anies Baswedan maju di Pilpres 2024 dan menang satu putaran. https://t.co/L7sE9kZaQI,4,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @arwidodo Pastikan Anies Baswedan bisa ikut Pilpres 2024. Insya Allah beliau menang satu putaran. https://t.co/Kc6U5B29AH,4,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @JokoLipService Rocky Gerung sebut Anies Baswedan tidak di restui Presiden Jokowi maju di Pilpres 2024. Seluruh Genderuwo akan Cegat Anies. https://t.co/FObH8VT9zX,4,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"RT @SartonoHutomo Emil Dardak: AHY Harus Ikut Pilpres 2024, Jangan Anggap Ambisi Anak Mantan Presiden https://t.co/GNUPBbHR4t",5,1
RT @LekMarteg Bu Mega mengingatkan kepala daerah PDIP tak ikut dansa politik jelang Pilpres 2024 Pak @ganjarpranowo manut dan bersikap tegas Pak Ganjar mengaku akan mengurus wilayahnya #JatengGayeng ???????? https://t.co/gBUH2WSMy9,1,2
"Jangan sampai, tetap optimis.",0,3
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
Kader PDIP di DPR membentuk Dewan Kolonel untuk mengangkat elektabilitas Puan Maharani di Pilpres 2024 sekaligus menjaga trah Soekarno. https://t.co/rH8PFhLvyF,16,1
Forum Dewan Kolonel dibentuk oleh sejumlah anggota Fraksi PDIP DPR RI untuk mendukung Puan Maharani di Pilpres 2024. https://t.co/NBGInPOuWM,16,1
Puan Maharani buka suara soal tim ‘Dewan Kolonel’ bentukan para anggota fraksi untuk mendukungnya jelang Pilpres 2024. Puan menilai inisiatif itu sah-sah saja. https://t.co/cDBsxynaIa,16,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
Munculnya Dewan Kolonel untuk menyokong Puan Maharani maju Pilpres 2024 bisa jadi merupakan salah satu cara menjaga agar tiket capres tetap dipegang oleh garis Megawati Soekarno Putri. https://t.co/DgNpVv7lhC,16,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @liputan6dotcom Jika Duet Anies-AHY Menang Pilpres 2024, Pembangunan IKN Bakal Lambat: Gede Pasek Yakin Jika Anies-AHY Menang Proyek Hambalang Diselesaikan, Pembangunan IKN Diperlambat https://t.co/YNN0Czxamv",6,1
"RT @ChusnulCh__ Gila ini Relawan Ganjar, elektabilitas @ganjarpranowo makin tinggi, makin jauh meninggalkn pesaingnya, mereka malah tambah semangat mencari dukungn baru. Kali ini dr komunitas senam di Kec Neglasari, Kota Tanggerang bersm sahabat Ganjar deklarasi dukung pd Ganjar di pilpres 2024. https://t.co/mM40lhNVIM",1,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @gwabdeeeee Untuk pasangan @ganjarpranowo - @erickthohir berada di angka 35,8 persen loh.. sebagai pasangan calon presiden dan calon wakil presiden diprediksi bakal terealisasi pada Pilpres 2024. Apalagi keduanya saat ini merupakan pemimpin strategis. Setuju gakk??? #BangkitBersamaET https://t.co/YCOgngDNi7",3,1
RT @Sagita_Star Nama Menteri BUMN @erickthohir dinilai sangat berpotensi menentukan kemenangan pada Pilpres 2024 mendatang. Erick Thohir dinilai mampu mendongkrak suara pasangannya. Sosok Erick Thohir menjadi salah satu cawapres yg paling potensial mendongkrak suara duetnya. #BangkitBersamaET https://t.co/LlxQGgW21r,2,1
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"RT @__RismaWidiono_ Sahabat Ganjar menggelar kegiatan berbagi dan bersilaturahmi dgn masyarakat secara serentak di Empat Kota. Jumat (23/9) Selain membagikan sembako, #SahabatGanjar juga melakukan deklarasi dukungan untuk @ganjarpranowo maju sebagai Capres di Pilpres 2024. https://t.co/eTxuXcP9Ur https://t.co/fGOQCuSkx2",1,1
Rocky Gerung sebut Anies Baswedan tidak di restui Presiden Jokowi maju di Pilpres 2024. Seluruh Genderuwo akan Cegat Anies. https://t.co/FObH8VT9zX,4,2
"@RicKY_KCh Tuh Mbah Beye suka bohong. Pilpres 2024 msh lama, tapi dia udah boong sejak skrg.",5,2
"RT @keuangannews_id Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
"Marwan Batubara: Jangan-jangan Pemenang Pilpres 2024, Mendapat Dukungan Konsorsium 303! https://t.co/zFDutPwL2W",0,2
RT @arwidodo Pastikan Anies Baswedan bisa ikut Pilpres 2024. Insya Allah beliau menang satu putaran. https://t.co/Kc6U5B29AH,4,1
RT @LekMarteg Bu Mega mengingatkan kepala daerah PDIP tak ikut dansa politik jelang Pilpres 2024 Pak @ganjarpranowo manut dan bersikap tegas Pak Ganjar mengaku akan mengurus wilayahnya #JatengGayeng ???????? https://t.co/gBUH2WSMy9,1,2
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"RT @mahasiswigenz Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
Pilpres 2024 wajib ada anak Sumatra yg mencalonkan jika tidak ada selamat tinggal,0,2
"Bohir wan ngibul, pendukung Taliban & oportunis Mulai playing victim kaya si kebo https://t.co/sMSU7MiJtt",4,2
@arwidodo Pastikan Anies Baswedan bisa ikut Pilpres 2024. Insya Allah beliau menang satu putaran. https://t.co/Kc6U5B29AH,4,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @MarahIchsan ""Survei SMRC: PDIP Bisa Menang Pilpres 2024 Bila Ganjar Jadi Capres"" https://t.co/tnFpr2q0cn",1,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
RT @dianmar93 Ganjar Pranowo berpasangan dengan Erick Thohir di pilpres 2024 bisa menang dan terpilih @ganjarpranowo @erickthohir https://t.co/mdn5QaF0oI,3,1
@SantorinisSun Mereka itu akan selalu lakukan apapun demi junjungannya maju di pilpres 2024. Hati2 dgn omongan sby tempo hari.,5,2
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
RT @LekMarteg Bu Mega mengingatkan kepala daerah PDIP tak ikut dansa politik jelang Pilpres 2024 Pak @ganjarpranowo manut dan bersikap tegas Pak Ganjar mengaku akan mengurus wilayahnya #JatengGayeng ???????? https://t.co/gBUH2WSMy9,1,2
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @papuamuslim95 Jika terwujud, duet Gubernur DKI Jakarta Anies Baswedan dan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) untuk Pemilihan Presiden (Pilpres) 2024 dinilai bakal mendapat dukungan dari tiga politikus senior berpengaruh. https://t.co/J27hPx49Vl",6,1
RT @Sagita_Star Nama Menteri BUMN @erickthohir dinilai sangat berpotensi menentukan kemenangan pada Pilpres 2024 mendatang. Erick Thohir dinilai mampu mendongkrak suara pasangannya. Sosok Erick Thohir menjadi salah satu cawapres yg paling potensial mendongkrak suara duetnya. #BangkitBersamaET https://t.co/LlxQGgW21r,2,1
RT @Relawananies Pejuang ABW: Partai yang Tak Usung Anies di Pilpres 2024 Akan Rugi https://t.co/tIy07mOJjc,4,1
Selamat Bertarung Anies Baswedan! ????https://t.co/6vv1xA7ljb,4,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
Gemuruh Peristiwa & Tokoh Jelang Pilpres 2024 https://t.co/h6kT1MhVFR Ada 6.421.118 157.998 Meninggal #RezimNgibulGantiSaja #DramaParaKoruptor #AksiAkbarTurunkanJokowi #AniesPresiden2024 #justiceforibhrsandkm50 #bongkarkorupsibansos #batalkanuuciptakerja #COVID19 #SaturdayNight,0,3
RT @knpiharis Ini ADE ARMANDO tidak boleh di biarkan karena telah menggiring Opini Publik untuk menekan @PDI_Perjuangan agar tidak mengusung @puanmaharani_ri . https://t.co/9uXsqxi1d4,16,2
"Survey yg Paling Jujur unt Pilpres 2024 adalah Milik @FerdinandHaean3 1. Surveyor, nya gak diBayar 2. Yg di Benci Surveyornya justru yg Unggul/ Menang. 3. Gak ada yg Komplain. 4. Surveyornya tiba2 menghilang dari RADAR.",0,2
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
Muspimnas BMK 57 All Out Menangkan Airlangga Hartarto pada Pilpres 2024 https://t.co/xDl9llLFGP,7,1
RT @terbucinz DUA TOKOH INI SALING MELENGKAPI DAN SANGAT IDEAL JIKA DISANDINGKAN. Semoga Pak @ganjarpranowo dan Pak @erickthohir bisa disandingkan di pilpres 2024. Sesuai keinginan rakyat Indonesia. https://t.co/pHt4bjGTdh,3,1
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
RT @ArtOfpol Survei Charta Politika Duet Terkuat Pilpres 2024. @ganjarpranowo + @erickthohir Yes Pake Banget ?? https://t.co/qdztAwYA01,3,1
@Naollivia @aniesbaswedan Semoga kerinduan bangsa untuk pimpinan yang bisa membawa Marwah Kemuliaan Negara ke Dunia. Bisa terwujud dalam Pilpres 2024 kedepannya. Ayo Rakyat saatnya bijak dan mengerti semua satu tekat Indonesia untuk Rakyat bukan Partai.????????,4,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
"@geloraco Jika surve yg di lakukan adalah surve dngn menaikan elektabilitas partai tanpa mensurve semuanya, ini akan menimbulkan kecurangan di PILPRES 2024 mendatang.",0,2
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @RezhaChaniago @YoutubeILC Kita coba polling lagi, kalau pilpres 2024 diselenggarakan hari ini, siapakah calon presiden pilihan anda?",0,1
RT @ArtOfpol Survei Charta Politika Duet Terkuat Pilpres 2024. @ganjarpranowo + @erickthohir Yes Pake Banget ?? https://t.co/qdztAwYA01,3,1
@keuangannews_id Malah jdi provokator di pilpres 2024,0,2
"RT @raibily Jelang pilpres 2024 yang makin deket, lagi rame rang orang pada posting di Twitter para jagoannya masing² Ily sih lbh optimis Indonesia semakin maju kalo pak @ganjarpranowo & @erickthohir jadi penerima tongkat estafet kepemimpinan dari pak @jokowi ???? https://t.co/cpAHN6B1N6",3,1
"RT @03__nakula Ganjar pranowo - Erick Thohir ( GAET) jadi duet terkuat hasil lembaga survei Charta Politika mengalahkan Prabowo - Muhaimin dan Anies - AHY. Wajar jika mereka menang survei dan PilPres 2024 nanti, Keduanya punya kinerja yang baik, anti korupsi dan radikalisme. #BangkitBersamaET https://t.co/pglDMYfqPZ",3,1
